qid,err@3,err@10,ndcg@3,ndcg@10
032047,0.267578125,0.2817034125328064,0.5766665935516357,0.683131217956543
032049,0.9507649540901184,0.9541904926300049,0.8898733854293823,0.9568617939949036
032053,0.197998046875,0.29300302267074585,0.13742950558662415,0.28853607177734375
032054,0.701171875,0.7044540643692017,0.7184317708015442,0.7591018080711365
032055,0.9507649540901184,0.954643189907074,0.7292529344558716,0.7466198205947876
032057,0.374755859375,0.46055394411087036,0.28309693932533264,0.48990294337272644
032059,0.968017578125,0.9680636525154114,1.0,0.9154350757598877
032061,0.947998046875,0.9523176550865173,0.6841284036636353,0.6655294299125671
032062,0.571533203125,0.5787807106971741,0.49935534596443176,0.6553701162338257
032065,0.706298828125,0.7090045809745789,0.871160089969635,0.8225492835044861
032067,0.968017578125,0.968048632144928,1.0,0.9500654935836792
032070,0.9507649540901184,0.9575570821762085,0.7292529344558716,0.8733582496643066
032071,0.703369140625,0.710332989692688,0.5620065331459045,0.6520841717720032
032076,0.940673828125,0.9514832496643066,0.5768473744392395,0.7537500262260437
032078,0.9668782353401184,0.9674734473228455,0.7810032963752747,0.737572431564331
032079,0.9466145634651184,0.9479329586029053,0.8844688534736633,0.9399541616439819
032083,0.701904296875,0.7098803520202637,0.5307213068008423,0.7226433753967285
032086,0.95703125,0.957104504108429,0.8665862679481506,0.899986207485199
032088,0.44921875,0.5211129188537598,0.2682024836540222,0.4676502048969269
032091,0.9673665165901184,0.9678954482078552,0.8748590350151062,0.9752037525177002
032094,0.0625,0.19611816108226776,0.08155369758605957,0.4351523518562317
032097,0.9375,0.9422158002853394,0.8155369758605957,0.9314700365066528
032099,0.951171875,0.9596039056777954,0.6074502468109131,0.7055591344833374
032105,0.701904296875,0.7055091857910156,0.7402501106262207,0.8417735695838928
032106,0.12109375,0.26949501037597656,0.07821311801671982,0.3472122848033905
032108,0.505615234375,0.5152934789657593,0.37429502606391907,0.6913920044898987
032111,0.23828125,0.3973408639431,0.21514107286930084,0.6306080222129822
032113,0.488037109375,0.488037109375,0.9721211791038513,0.9721211791038513
032116,0.951171875,0.9524399042129517,0.8472716808319092,0.8351417779922485
032117,0.1875,0.2230166494846344,0.2886616587638855,0.35238534212112427
032118,0.957763671875,0.9583593606948853,0.7236568927764893,0.699833333492279
032125,0.9507649540901184,0.9538020491600037,0.8898733854293823,0.859046995639801
032126,0.9673665165901184,0.9679028391838074,0.8748590350151062,0.9581506252288818
032127,0.263671875,0.32537728548049927,0.2660166919231415,0.3884193003177643
032128,0.967041015625,0.9673097729682922,0.8122885227203369,0.6412261128425598
032132,0.712158203125,0.7125020623207092,0.7497180104255676,0.8007053136825562
032133,0.9466145634651184,0.9513055682182312,0.6615661382675171,0.627564549446106
032135,0.580322265625,0.6331343054771423,0.4618985950946808,0.7050153017044067
032137,0.3125,0.3196777403354645,0.32727500796318054,0.5373933911323547
032141,0.23828125,0.24859619140625,0.2446610927581787,0.2619430422782898
032144,0.46875,0.474609375,0.3645033836364746,0.5315031409263611
032145,0.260498046875,0.40970951318740845,0.24530528485774994,0.6507124900817871
032146,0.0,0.08749999850988388,0.0,0.288303017616272
032155,0.365234375,0.47538650035858154,0.26521679759025574,0.47914788126945496
032156,0.09375,0.1619873046875,0.20151513814926147,0.5128312706947327
032161,0.9375,0.9467809796333313,0.5364049673080444,0.7267364859580994
032162,0.0,0.04384765774011612,0.0,0.27370312809944153
032167,0.08203125,0.20214517414569855,0.07531441003084183,0.41890087723731995
032168,0.300537109375,0.4019140303134918,0.30181336402893066,0.43609338998794556
032169,0.967041015625,0.9675492644309998,0.9284793138504028,0.8837292790412903
032170,0.947998046875,0.9543242454528809,0.6841284036636353,0.7730276584625244
032171,0.9673665165901184,0.9677416682243347,0.8748590350151062,0.9037423729896545
032173,0.3125,0.32444047927856445,0.2682024836540222,0.5886058807373047
032174,0.703369140625,0.7101117372512817,0.6423966884613037,0.6760871410369873
032175,0.560546875,0.6348590850830078,0.4981783330440521,0.7290964126586914
032176,0.9375,0.948455810546875,0.5364049673080444,0.6544821858406067
032179,0.5694172978401184,0.5738719701766968,0.6197949647903442,0.6988776922225952
032180,0.46875,0.4835154116153717,0.29608190059661865,0.46693214774131775
032182,0.47265625,0.5207880735397339,0.6580725908279419,0.8472328782081604
032184,0.9673665165901184,0.967491865158081,1.0,1.0
032185,0.95703125,0.9570556879043579,0.8665862679481506,0.8244113922119141
032190,0.606689453125,0.6499499678611755,0.5334192514419556,0.7347949147224426
032191,0.531982421875,0.5901851654052734,0.3482339084148407,0.4266282320022583
032193,0.431884765625,0.431884765625,0.8451594114303589,0.7683061957359314
032196,0.501953125,0.502410888671875,0.525390625,0.5297740697860718
032199,0.966796875,0.9670822024345398,0.8748388290405273,0.9089778661727905
032202,0.490234375,0.59735107421875,0.42515653371810913,0.734010636806488
032203,0.968017578125,0.96806401014328,1.0,0.9708548784255981
032204,0.560546875,0.5914459228515625,0.7653606534004211,0.9483924508094788
032205,0.520263671875,0.5208805203437805,0.5620065331459045,0.6600468754768372
032206,0.95703125,0.9574985504150391,0.7039180397987366,0.7445775270462036
032214,0.9388020634651184,0.9456227421760559,0.7782489061355591,0.9289534687995911
032215,0.197998046875,0.2318439483642578,0.42267662286758423,0.5888363718986511
032216,0.966796875,0.9677321314811707,0.7653606534004211,0.9558570981025696
032217,0.197998046875,0.197998046875,0.42267662286758423,0.4058578908443451
032218,0.23046875,0.3125719428062439,0.23505397140979767,0.5157135725021362
032221,0.3125,0.315643310546875,0.3585684597492218,0.42843958735466003
032223,0.9507649540901184,0.9554625153541565,0.7292529344558716,0.8842708468437195
032225,0.4375,0.4728759825229645,0.6735438704490662,0.888036847114563
032226,0.943115234375,0.9547951221466064,0.5359453558921814,0.8428648710250854
032227,0.962158203125,0.9626997709274292,0.8420895934104919,0.8235651850700378
032228,0.9466145634651184,0.9529712200164795,0.8072783350944519,0.8901635408401489
032231,0.03125,0.1825801283121109,0.05294585973024368,0.541578471660614
032234,0.956298828125,0.9599246382713318,0.8195018768310547,0.9104491472244263
032236,0.962158203125,0.962408185005188,0.9625431895256042,0.9535008072853088
032237,0.508056640625,0.5150017738342285,0.46666663885116577,0.7333349585533142
032240,0.953369140625,0.9582558274269104,0.7479812502861023,0.7937743663787842
032241,0.966796875,0.9672576785087585,0.8748388290405273,0.9729275703430176
032242,0.4375,0.44453126192092896,0.6735438704490662,0.6824849247932434
032245,0.584228515625,0.5845620036125183,0.7139173746109009,0.7805142402648926
032248,0.9444172978401184,0.9480116963386536,0.8315341472625732,0.7687404751777649
032250,0.703369140625,0.7077081799507141,0.5620065331459045,0.603490948677063
032254,0.166259765625,0.166259765625,0.8213136792182922,0.8213136792182922
032258,0.962158203125,0.9625460505485535,0.8420895934104919,0.9246914982795715
032260,0.701171875,0.7024902105331421,0.7871269583702087,0.8426122665405273
032261,0.0625,0.2596127390861511,0.03576033189892769,0.49839723110198975
032262,0.4778645932674408,0.4809577763080597,0.5657033920288086,0.6798179149627686
032265,0.659423828125,0.6642475128173828,0.5918076038360596,0.706230103969574
032266,0.956298828125,0.9603816270828247,0.7169486284255981,0.8516588807106018
032267,0.712158203125,0.7126843333244324,0.7497180104255676,0.747642457485199
032268,0.947998046875,0.954564094543457,0.5985158681869507,0.6396103501319885
032270,0.953369140625,0.9555858373641968,0.912726640701294,0.8574948906898499
032273,0.46875,0.4697265625,0.5145465135574341,0.525653600692749
032275,0.968017578125,0.9680622220039368,1.0,0.9096238613128662
032276,0.966796875,0.9672403335571289,0.8748388290405273,0.9356611967086792
032279,0.943115234375,0.9543843865394592,0.6126077175140381,0.7540557384490967
032280,0.953369140625,0.9552276134490967,1.0,0.9715819954872131
032281,0.46875,0.4710937440395355,0.5145465135574341,0.5776451230049133
032282,0.0625,0.2229766845703125,0.04692786931991577,0.3738197088241577
032283,0.469970703125,0.47186824679374695,0.47730761766433716,0.4853304922580719
032284,0.959228515625,0.9594470262527466,0.8722942471504211,0.8728399276733398
032285,0.967041015625,0.9676475524902344,0.8122885227203369,0.8920774459838867
032286,0.263671875,0.3509728014469147,0.23391999304294586,0.5406923294067383
032288,0.9507649540901184,0.9569997787475586,0.7292529344558716,0.8453619480133057
032289,0.580322265625,0.6369993686676025,0.4040961265563965,0.6809322237968445
032292,0.365234375,0.39826202392578125,0.7136205434799194,0.836740255355835
032293,0.505615234375,0.5171513557434082,0.427834689617157,0.6626789569854736
032299,0.962158203125,0.9624102115631104,0.8420895934104919,0.7440730929374695
032305,0.556884765625,0.6093263626098633,0.4431702494621277,0.6546257734298706
032307,0.940673828125,0.949729323387146,0.5046601295471191,0.586756706237793
032309,0.968017578125,0.9680526256561279,1.0,0.9089444279670715
032313,0.584228515625,0.5846425890922546,0.7139173746109009,0.6951190829277039
032314,0.25390625,0.31353455781936646,0.45805788040161133,0.7102632522583008
032316,0.9388020634651184,0.9500284790992737,0.48492133617401123,0.7158279418945312
032319,0.95703125,0.9571816325187683,0.7039180397987366,0.7104620933532715
032322,0.953369140625,0.9575631022453308,0.6543781161308289,0.6984988451004028
032323,0.490234375,0.6003265380859375,0.3180091083049774,0.5243173837661743
032324,0.560546875,0.5724121332168579,0.4082580804824829,0.3913305401802063
032327,0.2044270783662796,0.3829548954963684,0.20123280584812164,0.5726596713066101
032328,0.94140625,0.9467554688453674,0.5900454521179199,0.6283718347549438
032330,0.9444172978401184,0.950586199760437,0.544137716293335,0.5249960422515869
032331,0.9375,0.9375,0.7171369194984436,0.6418733596801758
032334,0.953369140625,0.9590597152709961,0.7479812502861023,0.9209243655204773
032337,0.9673665165901184,0.9674554467201233,0.8748590350151062,0.7167325615882874
032339,0.9668782353401184,0.9673880338668823,0.7810032963752747,0.7483274936676025
032342,0.12109375,0.2651911973953247,0.13592283427715302,0.49421244859695435
032343,0.21875,0.26690101623535156,0.29608193039894104,0.4117780923843384
032347,0.0,0.1919216513633728,0.0,0.3314147889614105
032348,0.560546875,0.6216883659362793,0.4981783330440521,0.7610611915588379
032349,0.957763671875,0.9585008025169373,0.7236568927764893,0.8286522030830383
032351,0.968017578125,0.9680777192115784,1.0,0.9550992250442505
032353,0.966796875,0.9675226807594299,0.7653606534004211,0.9156953692436218
032356,0.953369140625,0.9585829377174377,0.7479812502861023,0.9006139039993286
032357,0.9375,0.942999005317688,0.6545500159263611,0.6908003091812134
032360,0.659423828125,0.6616725921630859,0.8254533410072327,0.8158736824989319
032361,0.701171875,0.70941162109375,0.5887562036514282,0.8197731971740723
032363,0.14453125,0.3049435317516327,0.1061442568898201,0.395898699760437
032364,0.701171875,0.7014857530593872,0.7184317708015442,0.7194564342498779
032368,0.951904296875,0.9587361216545105,0.6230928897857666,0.7026923894882202
032369,0.47265625,0.47863441705703735,0.4784300625324249,0.4766587018966675
032371,0.388427734375,0.3937806487083435,0.4002777338027954,0.5543044805526733
032372,0.606689453125,0.6133636236190796,1.0,0.925613284111023
032373,0.505615234375,0.5153861045837402,0.37429502606391907,0.6075984835624695
032374,0.951904296875,0.9576563835144043,0.7122209072113037,0.851316511631012
032376,0.712158203125,0.7124773859977722,0.7497180104255676,0.6932066679000854
032377,0.94140625,0.9476547241210938,0.5162065625190735,0.4674054980278015
032378,0.263671875,0.263671875,0.90728360414505,0.90728360414505
032379,0.953369140625,0.9581403732299805,0.6543781161308289,0.8270571827888489
032380,0.466064453125,0.5863319039344788,0.2907647490501404,0.6694067716598511
032383,0.3599446713924408,0.4200604259967804,0.5626510977745056,0.816443145275116
032387,0.508056640625,0.5104556083679199,0.6509066820144653,0.6935053467750549
032388,0.366455078125,0.37537693977355957,0.2856633961200714,0.3669068217277527
032389,0.0,0.2182382047176361,0.0,0.451919823884964
032390,0.9466145634651184,0.9534040689468384,0.5787770748138428,0.6884778141975403
032391,0.9668782353401184,0.9677703380584717,0.7810032963752747,0.9577474594116211
032393,0.39453125,0.40065574645996094,0.4261382520198822,0.6008470058441162
032394,0.393798828125,0.4853718876838684,0.2789551615715027,0.6836984157562256
032400,0.946533203125,0.9526724219322205,0.6577322483062744,0.819736659526825
032401,0.166259765625,0.31115949153900146,0.12132726609706879,0.4264497458934784
032402,0.712158203125,0.7126867175102234,0.7497180104255676,0.8332287669181824
032403,0.956298828125,0.9589730501174927,1.0,1.0
032404,0.323974609375,0.39974135160446167,0.3111700117588043,0.6253198981285095
032405,0.706298828125,0.7093014121055603,0.7139173746109009,0.7212851047515869
032406,0.300537109375,0.300537109375,0.7363635897636414,0.7363635897636414
032408,0.94140625,0.9536804556846619,0.5900454521179199,0.7759755253791809
032409,0.9388020634651184,0.9488648772239685,0.6763683557510376,0.835827112197876
032410,0.968017578125,0.968017578125,1.0,1.0
032413,0.344482421875,0.40973562002182007,0.2789551615715027,0.6518311500549316
032416,0.197998046875,0.28666025400161743,0.15708759427070618,0.3334965407848358
032418,0.706298828125,0.7082377672195435,0.871160089969635,0.8688646554946899
032419,0.501953125,0.5051422119140625,0.5002721548080444,0.4993756413459778
032421,0.701171875,0.7038000226020813,0.7184317708015442,0.7759730815887451
032422,0.946533203125,0.9535483121871948,0.575423002243042,0.6440880298614502
032423,0.4375,0.4867187440395355,0.30545666813850403,0.4236234426498413
