qid,err@3,err@10,ndcg@3,ndcg@10
032047,0.1458333432674408,0.1757710874080658,0.37262624502182007,0.5437676310539246
032049,0.9507649540901184,0.9528477787971497,0.8898733854293823,0.902130663394928
032053,0.374755859375,0.4455812871456146,0.24766992032527924,0.3846677243709564
032054,0.4375,0.5716705322265625,0.30545666813850403,0.6256296634674072
032055,0.9507649540901184,0.9562393426895142,0.7292529344558716,0.7502419948577881
032057,0.488037109375,0.5733329057693481,0.3265250623226166,0.6120739579200745
032059,0.968017578125,0.9680766463279724,1.0,0.9811898469924927
032061,0.9507649540901184,0.9539340138435364,0.7292529344558716,0.7204994559288025
032062,0.580322265625,0.63295578956604,0.4618985950946808,0.6466178297996521
032065,0.706298828125,0.7093430161476135,0.871160089969635,0.8386627435684204
032067,0.968017578125,0.9680447578430176,1.0,0.9444596767425537
032070,0.39453125,0.40167418122291565,0.4261382520198822,0.6510832905769348
032071,0.25390625,0.3655758798122406,0.18509942293167114,0.36861452460289
032076,0.9668782353401184,0.9672843813896179,0.892719030380249,0.8510125279426575
032078,0.374755859375,0.4636039435863495,0.24766992032527924,0.5079985857009888
032079,0.9507649540901184,0.9507649540901184,0.974961519241333,0.974961519241333
032083,0.701904296875,0.7073637247085571,0.5307213068008423,0.6051098108291626
032086,0.9375,0.9451904296875,0.5777241587638855,0.7944863438606262
032088,0.25390625,0.33026525378227234,0.21157628297805786,0.41647928953170776
032091,0.619873046875,0.6255233287811279,0.4733748733997345,0.6868188381195068
032094,0.0625,0.224365234375,0.08155369758605957,0.46729299426078796
032097,0.9375,0.9421122670173645,0.8155369758605957,0.9165643453598022
032099,0.951171875,0.9551936388015747,0.6074502468109131,0.5619019269943237
032105,0.432373046875,0.43477630615234375,0.5636333227157593,0.6492767930030823
032106,0.0625,0.2401123046875,0.03128524869680405,0.20967401564121246
032108,0.9668782353401184,0.9676220417022705,0.7810032963752747,0.9205323457717896
032111,0.34765625,0.348846435546875,0.4490610957145691,0.4424298107624054
032113,0.300537109375,0.300537109375,0.7363635897636414,0.7363635897636414
032116,0.951171875,0.9547115564346313,0.8472716808319092,0.909408450126648
032117,0.3059895932674408,0.3259676992893219,0.625433623790741,0.6039305329322815
032118,0.966796875,0.9672344923019409,0.7653606534004211,0.6502913236618042
032125,0.46875,0.4766511917114258,0.4129750728607178,0.56644207239151
032126,0.9673665165901184,0.9677608013153076,0.8748590350151062,0.8215222358703613
032127,0.263671875,0.33151131868362427,0.2660166919231415,0.3876883089542389
032128,0.212890625,0.39953377842903137,0.11359453201293945,0.4687977135181427
032132,0.701171875,0.7087539434432983,0.5150786638259888,0.6260558366775513
032133,0.953369140625,0.9581981301307678,0.7479812502861023,0.7276610732078552
032135,0.584228515625,0.5848062634468079,0.7139173746109009,0.7981670498847961
032137,0.1458333432674408,0.2776692807674408,0.15272833406925201,0.4346276819705963
032141,0.212890625,0.230743408203125,0.1974104940891266,0.24317115545272827
032144,0.3125,0.3194638192653656,0.28886207938194275,0.5012893080711365
032145,0.3599446713924408,0.41873520612716675,0.40125197172164917,0.6256116032600403
032146,0.0,0.04374999925494194,0.0,0.2154262661933899
032155,0.09375,0.2507619857788086,0.0676867738366127,0.4266979396343231
032156,0.1875,0.2280796617269516,0.31939393281936646,0.5703084468841553
032161,0.3125,0.3183349668979645,0.2682024836540222,0.3368084132671356
032162,0.0,0.072265625,0.0,0.4377422034740448
032167,0.0625,0.19433267414569855,0.05020960420370102,0.4133400619029999
032168,0.146728515625,0.31823766231536865,0.1366233378648758,0.4067386984825134
